date,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio
20180228,-0.005746678272877337,-0.010010137609495762,-0.02074976335158829,-0.01679426614202595,0.0004160887656032841,0.0017684530202584092,0.0004153179108352667,-0.0025486735181873277
20180301,-0.005746678272877337,-0.010010137609495762,-0.02074976335158829,-0.01679426614202595,0.0004160887656032841,0.0017684530202584092,0.0004153179108352667,-0.0025486735181873277
20180302,-0.015090843902113904,-0.016968678864647813,-0.0304322918031954,-0.027099733156491057,0.00064700989000821,0.0021522297563121295,0.0010942436618632811,-0.0018532006896487818
20180303,-0.015090843902113904,-0.016968678864647813,-0.0304322918031954,-0.027099733156491057,0.00064700989000821,0.0021522297563121295,0.0010942436618632811,-0.0018532006896487818
20180304,-0.015090843902113904,-0.016968678864647813,-0.0304322918031954,-0.027099733156491057,0.00064700989000821,0.0021522297563121295,0.0010942436618632811,-0.0018532006896487818
20180305,-0.020057943652862842,-0.024237310237737564,-0.04072285542605514,-0.038113997281071454,-0.0010722770172211238,0.00025222665225821395,-0.0005988176241968901,-0.0035331779083402903
20180306,-0.0012491848921453164,-0.006095373661598624,-0.025449165272901086,-0.02356953965926889,-0.0007303048791761357,0.00043499185547157815,-0.0002196658766402404,-0.0031462442573741978
20180307,-0.0007247341033358445,-0.00752057375962234,-0.02861621826241656,-0.02768945223271302,-0.0025442938428088535,-0.0021934898701491123,-0.002711915623810013,-0.0056530176969045165
20180308,0.011799393437903705,0.006616878138296034,-0.01569957778839215,-0.015388318439080617,-0.001425675112711633,-0.0016382517909702132,-0.0020746744010158302,-0.005027593922918516
20180309,0.01791514866336308,0.017397434555260327,-0.005014695519134249,-0.005185469236875129,-0.0004724584514479435,-0.00134440636707156,-0.0017378646316019708,-0.0046276809817649145
20180310,0.01791514866336308,0.017397434555260327,-0.005014695519134249,-0.005185469236875129,-0.0004724584514479435,-0.00134440636707156,-0.0017378646316019708,-0.0046276809817649145
20180311,0.01791514866336308,0.017397434555260327,-0.005014695519134249,-0.005185469236875129,-0.0004724584514479435,-0.00134440636707156,-0.0017378646316019708,-0.0046276809817649145
20180312,0.018927213112967856,0.02574504166564129,0.004829451781624972,0.00432634651016528,-0.0003428878571362093,-0.0015295933503185477,-0.001920688147634686,-0.0047569364621832255
20180313,0.016254411548666914,0.028182912897435797,0.008867643605034115,0.008006837109663989,0.00025957892589945075,-0.001270453961664253,-0.0016431857910308434,-0.004416817123470973
20180314,0.005922058076891945,0.02213999562746638,0.0052964006773337236,0.004178994800832836,0.0002873323508421066,-0.001006676463441436,-0.0013571869216533194,-0.00407777181780955
20180315,0.0036547595026519275,0.022481053372661375,0.007763507059823427,0.006293747811993766,0.0009266123054114672,-0.0001041365345675338,-0.00038249882782614986,-0.003059870321795999
20180316,0.001510702270180797,0.021064504796457717,0.008240042691267657,0.0064826790296952375,0.0003613252297658409,-0.0005137438038331776,-0.0007318865784031736,-0.003370173331441184
20180317,0.001510702270180797,0.021064504796457717,0.008240042691267657,0.0064826790296952375,0.0003613252297658409,-0.0005137438038331776,-0.0007318865784031736,-0.003370173331441184
20180318,0.001510702270180797,0.021064504796457717,0.008240042691267657,0.0064826790296952375,0.0003613252297658409,-0.0005137438038331776,-0.0007318865784031736,-0.003370173331441184
20180319,-0.005368917649536842,0.012207907373955829,0.0006306359507000092,-0.001487820188172062,0.00020378295262979407,-0.0004003767707414507,-0.000646306719584544,-0.0032201337594022217
20180320,-0.0004327106470813913,0.015611200582366758,0.004846990509325577,0.002409050883586339,0.00012039601026136992,-0.0002892949303956449,-0.0005136724805753223,-0.003019683721788957
20180321,-0.0005646792962714642,0.013939480403430071,0.004581025409247319,0.001962407143849987,0.00017593244194236135,-6.017320625983924e-05,-0.00025607167538754805,-0.00268376231468348
20180322,0.0035857064049329423,0.01707105811607157,0.008887387113635903,0.006147529937322149,0.0003333364197817268,0.00012034585547393561,-2.776800755288633e-05,-0.0024043039695832435
20180323,-0.022211792796374974,-0.015275337635212827,-0.023063367177471927,-0.025817161621931928,0.0019619093449814162,0.0021984125147525013,0.0021357978697555957,-0.00016083740108308042
20180324,-0.022211792796374974,-0.015275337635212827,-0.023063367177471927,-0.025817161621931928,0.0019619093449814162,0.0021984125147525013,0.0021357978697555957,-0.00016083740108308042
20180325,-0.022211792796374974,-0.015275337635212827,-0.023063367177471927,-0.025817161621931928,0.0019619093449814162,0.0021984125147525013,0.0021357978697555957,-0.00016083740108308042
20180326,-0.010953398723379082,-0.006703582617288872,-0.014826339145254108,-0.017727153615427094,0.0010175292539660319,0.001640630242669916,0.0016081820600928332,-0.0005887581820070986
20180327,-0.002164082485814567,-0.0004842362676708012,-0.008935840003600592,-0.011899671844470938,0.00019419450891899892,0.0011176493727973469,0.0011022058772485188,-0.0010175163672356824
20180328,-0.010208482439307498,-0.013100842877825314,-0.022066207727091114,-0.025232222508639435,0.0009612185293357278,0.002392599140145224,0.002370178176003934,0.0003517703593829413
20180329,0.001668394737027512,-0.006315991136836341,-0.014955518576809768,-0.018554881097399445,2.7716954461132204e-05,0.0018163938219470932,0.001809439629041787,-0.00013124970892197663
20180330,0.003166369013906989,-0.003337528291093572,-0.010897407482867938,-0.014978363099950154,0.00026793303521932543,0.002045462959535005,0.0020269144623585866,0.00015435193550006332
20180331,0.003166369013906989,-0.003337528291093572,-0.010897407482867938,-0.014978363099950154,0.00026793303521932543,0.002045462959535005,0.0020269144623585866,0.00015435193550006332
20180401,0.003166369013906989,-0.003337528291093572,-0.010897407482867938,-0.014978363099950154,0.00026793303521932543,0.002045462959535005,0.0020269144623585866,0.00015435193550006332
20180402,0.0018912810426776616,-0.005426503446911868,-0.011299770221744998,-0.015893616513377062,0.0003602738080941137,0.0021724997165801785,0.002244383257363758,0.00043305290751716186
20180403,0.0019732001176704372,-0.006757330214614221,-0.01183948339443297,-0.01674839349784929,0.0005633074458162302,0.0026094681126698216,0.0027819061185738736,0.0010316739294458088
20180404,-0.011215511285283641,-0.02085847243754857,-0.02515682327780222,-0.030500959508285463,0.0009140345855915832,0.002886269866232416,0.003313993350418709,0.001616081045810125
20180405,0.0007866695989688921,-0.00896921157458086,-0.012726037161682968,-0.018572245459245185,0.0011535622000737877,0.003292363750705185,0.003962421009931605,0.0023383428948484664
20180406,-0.0011387842518552072,-0.011597207716125935,-0.015405926063006059,-0.021620819772285582,0.0008947679138071596,0.0031943564827869864,0.004100272760292567,0.0025555518767790275
20180407,-0.0011387842518552072,-0.011597207716125935,-0.015405926063006059,-0.021620819772285582,0.0008947679138071596,0.0031943564827869864,0.004100272760292567,0.0025555518767790275
20180408,-0.0011387842518552072,-0.011597207716125935,-0.015405926063006059,-0.021620819772285582,0.0008947679138071596,0.0031943564827869864,0.004100272760292567,0.0025555518767790275
20180409,0.004829124931663653,-0.004887837245151294,-0.009157197452969723,-0.015684170285190313,0.000313520092949382,0.0026804695443201076,0.0037915152412435482,0.0023666219676572453
20180410,0.006879199885075016,-0.0012867414837042235,-0.006207645408157991,-0.01290489394033112,0.00014750078359782037,0.0024972336380373328,0.0038221235956181765,0.0024949177601183425
20180411,0.0012255894680310853,-0.0030934545748168008,-0.008501767861246678,-0.015398303346146114,-3.687009742925351e-05,0.002189416894538443,0.0037170421873879977,0.002482681295799427
20180412,0.0001817759857689616,-0.002699139686043295,-0.008705348581286132,-0.015873773167709992,0.00025807165175084634,0.0023251357098821313,0.00398340031438571,0.002885133342600099
20180413,0.003148716187886702,0.0031437927351283257,-0.003239930207270536,-0.010834352010673065,0.0004055075295374966,0.002289893076766747,0.004128752956267245,0.0031246570674430263
20180414,0.003148716187886702,0.0031437927351283257,-0.003239930207270536,-0.010834352010673065,0.0004055075295374966,0.002289893076766747,0.004128752956267245,0.0031246570674430263
20180415,0.003148716187886702,0.0031437927351283257,-0.003239930207270536,-0.010834352010673065,0.0004055075295374966,0.002289893076766747,0.004128752956267245,0.0031246570674430263
20180416,0.0030383079144200575,0.0044925285853709696,-0.001866111048208663,-0.00975278733547924,0.0003870147342037722,0.002157733802573114,0.004180036797889919,0.0032609562006105097
20180417,0.0012723216416039573,0.0036232378999527803,-0.0029582867667714563,-0.011131282543949905,-0.0005989955305718553,0.0008836755364924898,0.003068399645758335,0.002208262018855933
20180418,0.009022678996069455,0.014446969027748446,0.007966577576072886,-0.0005333974316225065,-0.00027645947564858275,0.0009895942663507018,0.0033403057913534706,0.002529773937552715
20180419,0.007953865528997017,0.017156800866516386,0.010563644513013948,0.001954631118287642,-0.000682065367670126,0.00021218299399428098,0.0026819569037270785,0.0019302543985195708
20180420,0.0022649321402758993,0.011926368264032261,0.007003447655851813,-0.0019684954097103358,-0.000442526828188905,0.00014298299424830851,0.002634821723754621,0.0019121224559262018
20180421,0.0022649321402758993,0.011926368264032261,0.007003447655851813,-0.0019684954097103358,-0.000442526828188905,0.00014298299424830851,0.002634821723754621,0.0019121224559262018
20180422,0.0022649321402758993,0.011926368264032261,0.007003447655851813,-0.0019684954097103358,-0.000442526828188905,0.00014298299424830851,0.002634821723754621,0.0019121224559262018
20180423,2.1038625633851282e-05,0.010254844994252998,0.006536538955769888,-0.0027877833875997737,-0.0008024201730275626,-0.0006964270066091016,0.0018009020693035005,0.001107747184138974
20180424,-0.0048430933894189065,0.005935609086850979,0.0031475688504036814,-0.006680285509627737,-7.37918884267108e-05,-0.00016371102928125492,0.0023995450573532917,0.0017407214464506549
20180425,-0.008537999496753046,-0.0009244783814953417,-0.0022405305263167863,-0.01261239127285707,-0.0007381776239907545,-0.0011759551753556252,0.0013337864046250036,0.0007230858439197796
20180426,0.003174433768355245,0.009213214172665518,0.009531337813021734,-0.0015231191605991068,4.614035897199109e-05,-0.0005441348716671568,0.001951603620290232,0.0014041866863696573
20180427,0.00865226986997647,0.015082428770500922,0.016886526036301364,0.005418883507653849,0.0010979784279532279,0.0005463813188308908,0.003043798808827658,0.002591182279855442
20180428,0.00865226986997647,0.015082428770500922,0.016886526036301364,0.005418883507653849,0.0010979784279532279,0.0005463813188308908,0.003043798808827658,0.002591182279855442
20180429,0.00865226986997647,0.015082428770500922,0.016886526036301364,0.005418883507653849,0.0010979784279532279,0.0005463813188308908,0.003043798808827658,0.002591182279855442
20180430,0.014563117312611062,0.022957923052465468,0.0266188275857977,0.014834162480838575,0.0004612333379456768,5.53255447259815e-05,0.002535881334311041,0.0021657147147320366
20180501,0.014563117312611062,0.022957923052465468,0.0266188275857977,0.014834162480838575,0.0004612333379456768,5.53255447259815e-05,0.002535881334311041,0.0021657147147320366
20180502,0.007252922894380731,0.017677318265345132,0.023069365899718086,0.011041415630977935,-3.6899007416657525e-05,-0.0004748666454590378,0.001948747178938115,0.0016520945332265669
20180503,-0.00320847126271373,0.008598171662767662,0.01583638289125,0.0038293273653944304,-0.0005257478070782584,-0.0008206622467703539,0.0014972550324405809,0.0012851797750126348
20180504,-0.012447449460355364,-0.0023749697327666297,0.0054784354222450204,-0.006307401999398166,-0.001060885608856088,-0.0014201532658913996,0.0007547518560735433,0.0005983168584438037
20180505,-0.012447449460355364,-0.0023749697327666297,0.0054784354222450204,-0.006307401999398166,-0.001060885608856088,-0.0014201532658913996,0.0007547518560735433,0.0005983168584438037
20180506,-0.012447449460355364,-0.0023749697327666297,0.0054784354222450204,-0.006307401999398166,-0.001060885608856088,-0.0014201532658913996,0.0007547518560735433,0.0005983168584438037
20180507,-0.012447449460355364,-0.0023749697327666297,0.0054784354222450204,-0.006307401999398166,-0.001060885608856088,-0.0014201532658913996,0.0007547518560735433,0.0005983168584438037
20180508,-0.013718797047020947,-0.007471258950372706,0.000775987656365329,-0.010642920571278136,-0.0015877118487611641,-0.0024141835010041968,-0.0004358922622192951,-0.0005378792924942699
20180509,-0.010376564249448994,-0.009831279241778734,-0.0019279046810800615,-0.012668544646623259,-0.00041555083571886975,-0.0015219998155151515,0.00030726792608004594,0.00025950964228482754
20180510,0.001155457223235512,-0.0019267881800716369,0.005926063058324438,-0.004294278126565132,0.0006464721093462078,-0.0004889163584033129,0.0012166761639278434,0.0012220730887493314
20180511,0.0074416291474810325,0.0028812813701488693,0.010674011657110238,0.0013459426939437247,0.0005910820495769187,-0.0005143190577121537,0.0010703093116910534,0.0011238849225003733
20180512,0.0074416291474810325,0.0028812813701488693,0.010674011657110238,0.0013459426939437247,0.0005910820495769187,-0.0005143190577121537,0.0010703093116910534,0.0011238849225003733
20180513,0.0074416291474810325,0.0028812813701488693,0.010674011657110238,0.0013459426939437247,0.0005910820495769187,-0.0005143190577121537,0.0010703093116910534,0.0011238849225003733
20180514,0.005586566145161287,0.0015567157438474144,0.00939879944624522,0.0008414153069431496,-6.46519875868723e-05,-0.001086427498840914,0.00033185781086264576,0.0004219825169871072
20180515,-0.002256386079095729,-0.0056199489611715725,0.0018050788875314527,-0.006005097562878148,-0.00022161892625627289,-0.000911240555972137,0.0003349232563780724,0.0004758890577858388
20180516,-0.003018702940129292,-0.005149107348391246,0.002068128741316011,-0.005238994544372266,-0.00019390402674024365,-0.0006875579694428646,0.0004034381553945643,0.000572917629229952
20180517,-0.006361717727592642,-0.009641098042208474,-0.0026018928561512,-0.00957269683149442,0.0005263012104927967,9.229349330874825e-05,0.0010916912900280629,0.0013152504366200635
20180518,-2.605395335208982e-05,-0.0043171649722965055,0.002058114650484111,-0.004402576172351735,0.0011539349180706981,0.0009391014621833449,0.0018552875695732052,0.0021422774056727434
20180519,-2.605395335208982e-05,-0.0043171649722965055,0.002058114650484111,-0.004402576172351735,0.0011539349180706981,0.0009391014621833449,0.0018552875695732052,0.0021422774056727434
20180520,-2.605395335208982e-05,-0.0043171649722965055,0.002058114650484111,-0.004402576172351735,0.0011539349180706981,0.0009391014621833449,0.0018552875695732052,0.0021422774056727434
20180521,0.0028325248060907526,-0.001911686300471671,0.003817040560559315,-0.002159708582486819,0.0013287074629069195,0.0015389478395895217,0.0024255459017819003,0.0027806247973825027
20180522,0.0028325248060907526,-0.001911686300471671,0.003817040560559315,-0.002159708582486819,0.0013287074629069195,0.0015389478395895217,0.0024255459017819003,0.0027806247973825027
20180523,0.0043188632439128405,0.0007442811861941845,0.006004806113589334,0.0006262530840019931,0.0005718607611282511,0.001142066101401662,0.001991266752003007,0.0024129339729321853
20180524,0.0014180773744354447,-0.0014805520328050603,0.003505066282487812,-0.0014982174028267403,0.001935394682272662,0.003134940865188396,0.004068363280366194,0.004567827463639151
20180525,-0.001698969517512805,-0.0035227537083061256,0.0013635581450490708,-0.0034496861721474703,0.0011697199119486967,0.002860042439339461,0.0038417494736064928,0.004407952563977746
20180526,-0.001698969517512805,-0.0035227537083061256,0.0013635581450490708,-0.0034496861721474703,0.0011697199119486967,0.002860042439339461,0.0038417494736064928,0.004407952563977746
20180527,-0.001698969517512805,-0.0035227537083061256,0.0013635581450490708,-0.0034496861721474703,0.0011697199119486967,0.002860042439339461,0.0038417494736064928,0.004407952563977746
20180528,0.0041763558777063725,0.003218517216746264,0.008597200253799508,0.0040239051083554855,0.0002670079457882668,0.0021469966261482565,0.003228201941538389,0.003845038814217272
20180529,-0.003946510593121011,-0.005197179394013651,-0.00043837660517387356,-0.004582057998608335,0.0002301178203241161,0.002241242552249556,0.0033864813143333894,0.004073335438018244
20180530,-0.018489160445154584,-0.02307008664069099,-0.02009896612280726,-0.02389379871928088,0.0004048173261814725,0.00277819405858426,0.003959454447807653,0.004722461994306482
20180531,-0.009322065045512251,-0.015557015778877803,-0.014732727030087656,-0.018055564308994132,0.0005519779208831288,0.0028677074016358883,0.00408289500105008,0.004955012185402952
20180601,-0.0010166251166083828,-0.007733230163869731,-0.008432143513433354,-0.01138234695054774,0.00036795143041112865,0.0026137102238941168,0.003889398312542758,0.004862997902877808
20180602,-0.0010166251166083828,-0.007733230163869731,-0.008432143513433354,-0.01138234695054774,0.00036795143041112865,0.0026137102238941168,0.003889398312542758,0.004862997902877808
20180603,-0.0010166251166083828,-0.007733230163869731,-0.008432143513433354,-0.01138234695054774,0.00036795143041112865,0.0026137102238941168,0.003889398312542758,0.004862997902877808
20180604,0.0051568649345836715,-0.0033524046004187458,-0.0051641289294745985,-0.007606258553236711,-0.0004599181345720238,0.001689224224351138,0.00297281394338178,0.004083772979645017
20180605,0.007909621766272634,-0.0007543902934095126,-0.0028652466755927364,-0.00510440505457721,-0.0006439150032195862,0.0012949368430268393,0.0026225322433033327,0.0038574064783944984
20180606,0.007909621766272634,-0.0007543902934095126,-0.0028652466755927364,-0.00510440505457721,-0.0006439150032195862,0.0012949368430268393,0.0026225322433033327,0.0038574064783944984
20180607,0.009713065365953177,0.0056699454431665686,0.003894250471633498,0.001686312030076742,-0.004964584734132194,-0.004267556432212216,-0.0030277698095126926,-0.00175991061455949
20180608,-0.00038651921942634004,-0.002218501810264506,-0.0036066229327988975,-0.005975445511257171,-0.0025910318945883137,-0.0029426878699962966,-0.0017818183775685226,-0.0004651005202349623
20180609,-0.00038651921942634004,-0.002218501810264506,-0.0036066229327988975,-0.005975445511257171,-0.0025910318945883137,-0.0029426878699962966,-0.0017818183775685226,-0.0004651005202349623
20180610,-0.00038651921942634004,-0.002218501810264506,-0.0036066229327988975,-0.005975445511257171,-0.0025910318945883137,-0.0029426878699962966,-0.0017818183775685226,-0.0004651005202349623
20180611,0.00462991868539242,0.005216798043501392,0.004106245530379082,0.0015584626729636675,-0.0018555102191533113,-0.0032541160419624626,-0.0022323848837629834,-0.000875533347655999
20180612,0.0023751913367300315,0.004861261128642713,0.003687040680681042,0.0009968374041418038,-0.0003418582304678397,-0.0025421599832212705,-0.001628656980848242,-0.00022254238893471
