1989-10-20,"21,910","21,910","21,709","21,810","43,706", , 
1989-10-21,"21,709","21,810","21,608","21,709","19,183", , 
1989-10-23,"21,204","21,406","20,901","21,204","38,417", , 
1989-10-24,"21,103","21,507","20,901","21,507","39,912", , 
1989-10-25,"21,507","21,608","21,204","21,406","32,435", , 
1989-10-26,"21,204","21,406","21,002","21,305","34,950", , 
1989-10-27,"21,204","21,305","21,002","21,002","32,583", , 
1989-10-28,"21,103","21,305","21,002","21,002","17,817", , 
1989-10-30,"21,002","21,305","21,002","21,305","38,516", , 
1989-10-31,"21,103","21,204","21,002","21,103","25,938", , 
1989-11-01,"21,103","21,204","20,901","21,002","21,511", , 
1989-11-02,"20,901","21,002","20,497","20,800","23,363", , 
1989-11-03,"20,497","20,901","20,497","20,800","25,938", , 
1989-11-04,"20,699","21,103","20,699","21,103","21,659", , 
1989-11-06,"21,103","21,204","20,598","21,103","45,746", , 
1989-11-07,"21,103","21,204","20,901","21,204","42,269", , 
1989-11-08,"21,204","21,305","21,002","21,002","35,584", , 
1989-11-09,"20,901","22,011","20,800","21,910","44,042", , 
1989-11-10,"22,112","22,213","21,507","21,910","52,530", , 
1989-11-11,"21,910","21,910","21,608","21,810","36,743", , 
1989-11-13,"21,507","21,709","21,305","21,406","54,729", , 
1989-11-14,"21,204","21,305","21,002","21,002","32,772", , 
1989-11-15,"20,699","21,406","20,699","21,002","49,470", , 
1989-11-16,"21,002","21,002","20,800","20,901","38,803", , 
1989-11-17,"20,800","20,901","20,598","20,800","33,059", , 
1989-11-18,"20,598","20,800","20,598","20,699","16,896", , 
1989-11-20,"20,598","20,699","20,598","20,598","33,782", , 
1989-11-21,"20,396","20,699","20,295","20,699","45,072", , 
1989-11-22,"20,497","20,699","20,396","20,699","27,968", , 
1989-11-23,"20,598","20,699","20,396","20,497","26,522", , 
1989-11-24,"20,396","20,699","20,295","20,598","47,073", , 
1989-11-25,"20,699","20,800","20,497","20,497","25,581", , 
1989-11-27,"20,497","20,598","20,093","20,194","40,764", , 
1989-11-28,"20,194","20,497","20,093","20,295","45,637", , 
1989-11-29,"20,295","20,497","20,295","20,396","36,288", , 
1989-11-30,"20,396","20,598","20,295","20,396","37,387", , 
1989-12-01,"20,396","20,396","20,194","20,194","33,673", , 
1989-12-02,"20,194","20,194","20,093","20,093","10,933", , 
1989-12-04,"20,194","20,194","19,790","19,992","54,560", , 
1989-12-05,"19,891","20,093","19,790","19,992","38,189", , 
1989-12-06,"19,992","20,194","19,891","20,093","40,309", , 
1989-12-07,"20,093","20,295","19,992","20,093","72,249", , 
1989-12-08,"19,992","20,093","19,386","19,588","20,610", , 
1989-12-09,"19,487","19,487","19,184","19,386","19,035", , 
1989-12-11,"19,285","19,689","18,780","19,083","32,405", , 
1989-12-12,"19,891","19,891","19,891","19,891","9,993", , 
1989-12-13,"20,699","20,699","20,699","20,699","19,926", , 
1989-12-14,"21,709","21,709","20,699","20,800","147,291", , 
1989-12-15,"20,396","20,800","19,992","20,093","90,185", , 
1989-12-16,"20,194","20,800","20,093","20,598","58,690", , 
1989-12-18,"20,295","20,699","20,194","20,295","107,219", , 
1989-12-19,"20,396","21,305","19,891","21,305","211,359", , 
1989-12-20,"21,305","22,213","21,002","22,112","519,540", , 
1989-12-21,"22,415","22,516","22,011","22,112","495,117", , 
1989-12-22,"22,415","23,021","22,112","23,021","694,275", , 
1989-12-23,"23,223","23,425","23,021","23,223","310,201", , 
1989-12-26,"23,425","23,627","22,213","22,213","340,863", , 
1990-01-03,"21,103","21,608","21,103","21,204","36,585", , 
1990-01-04,"20,800","21,709","20,699","21,406","85,926", , 
1990-01-05,"21,204","21,204","20,497","20,598","49,747", , 
1990-01-06,"20,396","20,800","20,295","20,497","33,732", , 
1990-01-08,"20,598","20,901","20,497","20,901","78,567", , 
1990-01-09,"21,204","21,204","20,699","21,002","44,181", , 
1990-01-10,"21,002","21,002","20,497","20,699","38,367", , 
1990-01-11,"20,497","20,598","20,295","20,497","30,335", , 
1990-01-12,"20,396","21,204","20,295","20,497","43,121", , 
1990-01-13,"20,497","20,699","20,396","20,396","25,403", , 
1990-01-15,"20,396","20,598","20,295","20,295","30,325", , 
1990-01-16,"20,194","20,295","20,093","20,194","40,724", , 
1990-01-17,"20,194","20,194","19,992","19,992","35,683", , 
1990-01-18,"20,093","20,194","19,992","19,992","24,997", , 
1990-01-19,"19,992","20,396","19,790","20,396","33,128", , 
1990-01-20,"20,194","20,497","20,194","20,295","20,986", , 
1990-01-22,"19,689","21,002","19,285","20,699","53,184", , 
1990-01-23,"20,699","20,699","20,295","20,295","42,824", , 
1990-01-24,"20,497","20,800","20,295","20,497","40,685", , 
1990-01-25,"20,598","20,901","20,295","20,901","106,903", , 
1990-01-29,"20,699","20,901","20,396","20,598","33,138", , 
1990-01-30,"20,598","20,699","20,093","20,396","27,027", , 
1990-01-31,"20,194","20,497","20,194","20,497","27,572", , 
1990-02-01,"20,396","20,497","20,194","20,295","30,216", , 
1990-02-02,"20,194","20,396","20,093","20,396","28,374", , 
1990-02-03,"20,093","20,194","19,992","20,093","8,467", , 
1990-02-05,"20,093","20,699","20,093","20,295","44,973", , 
1990-02-06,"20,396","20,396","20,093","20,194","31,514", , 
1990-02-07,"20,194","20,295","20,093","20,093","22,630", , 
1990-02-08,"20,093","20,194","19,992","19,992","23,601", , 
1990-02-09,"19,992","20,194","19,891","19,992","48,053", , 
1990-02-10,"19,992","19,992","19,891","19,992","8,794", , 
1990-02-12,"19,992","20,194","19,689","19,891","27,582", , 
1990-02-13,"19,790","19,992","19,689","19,790","24,611", , 
1990-02-14,"19,689","20,194","19,689","20,194","45,518", , 
1990-02-15,"19,891","20,194","19,790","19,891","25,799", , 
1990-02-16,"19,689","19,891","19,689","19,891","18,431", , 
1990-02-17,"19,689","19,891","19,689","19,689","18,361", , 
1990-02-19,"19,689","19,689","19,487","19,487","21,442", , 
1990-02-20,"19,487","19,487","19,285","19,386","27,087", , 
1990-02-21,"19,285","19,386","19,184","19,184","19,342", , 
1990-02-22,"19,184","19,184","18,982","19,083","21,679", , 
1990-02-23,"19,083","19,184","19,083","19,083","17,173", , 
1990-02-24,"19,083","19,083","18,982","19,083","15,677", , 
1990-02-26,"18,982","19,083","18,679","18,780","13,112", , 
1990-02-27,"18,780","19,386","18,679","19,285","44,329", , 
1990-02-28,"19,184","19,386","19,083","19,184","39,041", , 
1990-03-02,"19,386","19,790","19,285","19,588","41,438", , 
1990-03-03,"19,689","19,689","19,285","19,386","25,839", , 
1990-03-05,"19,184","19,285","18,780","18,982","22,511", , 
1990-03-06,"18,881","18,982","18,679","18,780","20,669", , 
1990-03-07,"18,679","18,881","18,578","18,578","25,264", , 
1990-03-08,"18,578","18,780","18,377","18,578","27,305", , 
1990-03-09,"18,578","18,679","18,478","18,478","21,392", , 
1990-03-12,"18,478","18,478","18,377","18,377","27,027", , 
1990-03-13,"18,377","18,377","18,074","18,175","30,405", , 
1990-03-14,"18,074","18,276","17,973","18,276","29,592", , 
1990-03-15,"18,175","18,276","18,175","18,175","17,579", , 
1990-03-16,"18,175","18,578","18,175","18,276","15,747", , 
1990-03-17,"18,377","18,377","18,074","18,276","23,095", , 
1990-03-19,"18,276","18,377","18,175","18,175","14,974", , 
1990-03-20,"18,175","18,377","18,074","18,377","23,660", , 
1990-03-21,"18,478","18,478","18,175","18,175","23,541", , 
1990-03-22,"18,175","18,276","17,973","17,973","26,948", , 
1990-03-23,"17,973","18,175","17,872","18,175","25,056", , 
1990-03-24,"18,074","18,175","17,973","17,973","5,803", , 
1990-03-26,"17,872","17,872","17,670","17,670","18,015", , 
1990-03-27,"17,670","17,771","17,468","17,468","21,788", , 
1990-03-28,"17,468","17,468","17,064","17,165","37,129", , 
1990-03-29,"17,165","17,266","16,963","17,165","87,283", , 
1990-03-30,"17,367","17,973","17,367","17,973","45,300", , 
1990-03-31,"18,175","18,175","17,569","17,670","33,673", , 
1990-04-02,"17,670","17,771","17,367","17,569","21,125", , 
1990-04-03,"17,670","17,771","17,468","17,468","35,644", , 
1990-04-04,"17,468","17,569","17,165","17,367","26,027", , 
1990-04-06,"17,367","17,367","17,064","17,165","23,492", , 
1990-04-07,"17,367","17,468","17,064","17,064","12,469", , 
1990-04-09,"16,963","17,266","16,862","16,963","26,829", , 
1990-04-10,"16,963","16,963","16,660","16,761","21,442", , 
1990-04-11,"16,559","16,761","16,559","16,660","19,154", , 
1990-04-12,"16,559","16,559","16,458","16,458","24,868", , 
1990-04-13,"16,458","16,458","16,256","16,357","24,700", , 
1990-04-14,"16,357","16,357","16,155","16,256","9,844", , 
1990-04-16,"16,155","16,155","15,751","15,852","29,137", , 
1990-04-17,"15,650","16,458","15,650","16,256","66,910", , 
1990-04-18,"16,357","16,559","15,852","15,953","37,199", , 
1990-04-19,"15,852","16,155","15,852","15,852","31,177", , 
1990-04-20,"15,953","16,155","15,751","15,953","19,065", , 
1990-04-21,"15,953","16,256","15,852","16,256","19,381", , 
1990-04-23,"16,256","16,357","16,054","16,155","21,392", , 
1990-04-24,"16,155","16,256","15,852","15,953","12,280", , 
1990-04-25,"15,953","15,953","15,751","15,751","17,183", , 
1990-04-26,"15,751","15,852","15,246","15,246","39,011", , 
1990-04-27,"15,347","16,054","15,246","16,054","17,450", , 
1990-04-28,"15,650","15,751","15,246","15,347","15,559", , 
1990-04-30,"15,045","15,045","14,540","14,540","25,314", , 
1990-05-01,"15,146","15,146","15,146","15,146","14,628", , 
1990-05-03,"15,953","15,953","15,953","15,953","3,595", , 
1990-05-04,"16,761","16,761","16,761","16,761","30,959", , 
1990-05-07,"17,569","17,569","17,569","17,569","69,426", , 
1990-05-08,"18,276","18,377","17,973","18,377","150,856", , 
1990-05-09,"19,184","19,184","18,578","18,982","297,702", , 
1990-05-10,"18,780","18,881","18,175","18,578","185,243", , 
1990-05-11,"18,377","18,578","17,872","18,377","167,990", , 
1990-05-12,"18,377","18,377","17,771","17,771","51,312", , 
1990-05-14,"17,468","17,670","17,165","17,468","96,018", , 
1990-05-15,"17,165","17,367","16,862","17,165","97,969", , 
1990-05-16,"17,165","17,973","17,165","17,973","50,074", , 
1990-05-17,"18,679","18,780","18,276","18,780","190,393", , 
1990-05-18,"18,578","18,982","18,377","18,578","118,520", , 
1990-05-19,"18,478","18,578","18,276","18,276","47,628", , 
1990-05-21,"18,276","18,478","18,276","18,377","28,137", , 
1990-05-22,"18,377","18,881","18,377","18,780","70,238", , 
1990-05-23,"18,780","19,083","18,578","18,679","88,224", , 
1990-05-24,"18,679","18,780","18,478","18,780","41,903", , 
1990-05-25,"18,881","19,083","18,679","18,982","70,080", , 
1990-05-26,"18,982","18,982","18,780","18,780","27,225", , 
1990-05-28,"18,679","18,982","18,578","18,982","68,772", , 
1990-05-29,"18,982","19,184","18,881","18,982","121,313", , 
1990-05-30,"18,982","19,184","18,780","18,780","49,371", , 
1990-05-31,"18,881","19,083","18,578","18,780","39,595", , 
1990-06-01,"18,881","18,982","18,578","18,982","85,411", , 
1990-06-02,"18,881","19,083","18,780","18,982","45,706", , 
1990-06-04,"18,881","18,982","18,780","18,881","59,126", , 
1990-06-05,"18,982","18,982","18,679","18,780","63,781", , 
1990-06-07,"18,679","19,083","18,578","18,881","61,909", , 
1990-06-08,"18,679","19,083","18,679","19,083","91,036", , 
1990-06-09,"18,881","19,184","18,881","18,881","73,021", , 
1990-06-11,"18,679","18,780","18,578","18,679","25,997", , 
1990-06-12,"18,578","18,679","18,478","18,679","26,641", , 
1990-06-13,"18,175","18,780","18,175","18,780","55,719", , 
1990-06-14,"18,478","18,881","18,478","18,881","61,513", , 
1990-06-15,"18,881","18,982","18,578","18,881","79,449", , 
1990-06-16,"18,578","19,083","18,578","19,083","110,607", , 
1990-06-18,"18,780","18,881","18,679","18,679","26,166", , 
1990-06-19,"18,578","18,780","18,478","18,478","41,160", , 
1990-06-20,"18,377","18,679","18,175","18,175","31,345", , 
1990-06-21,"18,175","18,377","18,074","18,276","20,322", , 
1990-06-22,"18,377","18,478","18,175","18,478","33,604", , 
1990-06-23,"18,276","18,478","18,276","18,276","39,477", , 
1990-06-25,"18,175","18,276","18,074","18,276","29,899", , 
1990-06-26,"18,074","18,276","17,872","18,175","42,220", , 
1990-06-27,"18,175","18,377","17,973","18,377","48,350", , 
1990-06-28,"18,377","18,478","18,074","18,377","53,164", , 
1990-06-29,"18,276","18,276","18,074","18,175","23,066", , 
1990-06-30,"18,074","18,175","17,670","17,670","13,092", , 
1990-07-02,"17,367","17,771","17,367","17,569","13,984", , 
1990-07-03,"17,569","18,377","17,468","18,377","49,420", , 
1990-07-04,"18,276","18,377","17,973","17,973","31,880", , 
1990-07-05,"17,872","17,872","17,670","17,670","9,785", , 
1990-07-06,"17,468","17,771","17,367","17,367","17,569", , 
1990-07-07,"17,165","17,266","17,165","17,165","9,408", , 
1990-07-09,"17,165","17,266","16,963","17,165","7,467", , 
1990-07-10,"17,165","17,367","17,064","17,367","18,451", , 
1990-07-11,"17,165","17,266","17,064","17,064","6,556", , 
1990-07-12,"17,064","17,064","16,761","16,963","28,018", , 
1990-07-13,"16,963","16,963","16,559","16,559","16,846", , 
1990-07-14,"16,559","16,862","16,458","16,458","15,648", , 
1990-07-16,"16,256","16,458","16,155","16,155","10,686", , 
1990-07-18,"16,963","16,963","16,458","16,660","13,152", , 
1990-07-19,"16,660","16,761","16,458","16,559","13,479", , 
1990-07-20,"16,559","16,761","16,458","16,660","23,244", , 
1990-07-21,"16,660","16,660","16,357","16,458","12,142", , 
1990-07-23,"16,256","16,458","16,155","16,458","6,833", , 
1990-07-24,"16,256","16,559","16,155","16,458","12,122", , 
1990-07-25,"16,357","16,862","16,256","16,559","14,103", , 
1990-07-26,"16,761","16,761","16,458","16,559","25,898", , 
1990-07-27,"16,357","16,559","16,357","16,559","14,033", , 
1990-07-28,"16,559","16,761","16,559","16,660","9,963", , 
1990-07-30,"16,660","16,660","16,559","16,660","12,102", , 
1990-07-31,"16,660","16,761","16,458","16,660","10,111", , 
1990-08-01,"16,660","17,165","16,660","16,862","9,111", , 
1990-08-02,"16,963","17,165","16,862","16,862","11,399", , 
1990-08-03,"16,761","16,963","16,660","16,660","12,696", , 
1990-08-04,"16,660","16,660","16,559","16,559","12,290", , 
1990-08-06,"16,559","16,559","16,357","16,357","15,162", , 
1990-08-07,"16,155","16,357","16,054","16,357","19,074", , 
1990-08-08,"16,155","16,458","16,155","16,155","17,529", , 
1990-08-09,"15,953","16,256","15,852","16,256","19,570", , 
1990-08-10,"16,155","16,660","16,155","16,559","12,677", , 
1990-08-11,"16,559","16,559","16,357","16,357","3,298", , 
1990-08-13,"16,256","16,458","16,054","16,054","7,200", , 
1990-08-14,"16,054","16,054","15,751","15,852","8,864", , 
1990-08-16,"15,852","15,953","15,549","15,751","22,462", , 
1990-08-17,"15,448","15,751","15,347","15,751","20,857", , 
1990-08-18,"15,751","15,953","15,751","15,953","8,685", , 
1990-08-20,"15,953","16,054","15,650","15,953","12,726", , 
1990-08-21,"15,953","15,953","15,650","15,650","18,005", , 
1990-08-22,"15,751","15,953","15,549","15,650","10,488", , 
1990-08-23,"15,549","15,852","15,549","15,751","24,452", , 
1990-08-24,"15,448","15,751","15,448","15,650","37,872", , 
1990-08-25,"15,650","15,650","15,347","15,448","10,646", , 
1990-08-27,"15,650","16,256","15,650","16,256","28,899", , 
1990-08-28,"16,862","17,064","16,660","17,064","22,729", , 
1990-08-29,"17,064","17,064","16,458","16,963","37,961", , 
1990-08-30,"16,862","16,862","16,256","16,256","18,054", , 
1990-08-31,"15,852","16,054","15,448","15,448","18,698", , 
1990-09-01,"15,448","15,650","15,347","15,549","25,245", , 
1990-09-03,"15,549","16,357","15,549","16,357","21,263", , 
1990-09-04,"16,458","16,660","16,054","16,256","29,384", , 
1990-09-05,"16,054","16,256","15,751","16,054","18,559", , 
1990-09-06,"16,054","16,054","15,650","15,751","14,449", , 
1990-09-07,"15,751","15,751","15,448","15,549","14,984", , 
1990-09-08,"15,347","15,751","15,347","15,650","8,457", , 
1990-09-10,"15,549","15,650","15,448","15,549","9,923", , 
1990-09-11,"15,549","15,751","15,549","15,549","5,120", , 
1990-09-12,"15,549","15,549","15,448","15,448","9,804", , 
1990-09-13,"15,448","15,448","15,347","15,347","8,160", , 
1990-09-14,"15,246","15,448","15,146","15,347","13,558", , 
1990-09-15,"15,246","15,347","15,146","15,246","8,517", , 
1990-09-17,"14,944","14,944","14,641","14,641","11,855", , 
1990-09-18,"14,641","15,246","14,641","15,246","19,263", , 
1990-09-19,"15,549","15,549","15,246","15,347","26,374", , 
1990-09-20,"15,347","15,448","15,045","15,146","17,856", , 
1990-09-21,"14,843","15,146","14,843","15,146","16,252", , 
1990-09-22,"15,146","15,246","14,944","15,146","3,030", , 
1990-09-24,"15,146","15,246","14,944","15,146","19,718", , 
1990-09-25,"15,146","15,448","15,146","15,347","13,934", , 
1990-09-26,"15,347","15,448","15,347","15,347","13,380", , 
1990-09-27,"15,347","15,448","15,146","15,347","12,746", , 
1990-09-28,"15,347","15,448","15,347","15,347","6,051", , 
1990-09-29,"15,448","15,549","15,347","15,549","10,409", , 
1990-10-05,"15,650","16,054","15,650","16,054","9,171", , 
1990-10-06,"15,852","15,953","15,650","15,650","10,389", , 
1990-10-08,"15,650","15,751","15,650","15,650","12,241", , 
1990-10-10,"15,650","15,650","15,246","15,549","20,431", , 
1990-10-11,"15,347","15,953","15,347","15,549","11,855", , 
1990-10-12,"15,650","15,953","15,549","15,953","29,701", , 
1990-10-13,"15,953","15,953","15,650","15,650","13,092", , 
1990-10-15,"15,650","16,458","15,549","16,155","44,914", , 
1990-10-16,"16,054","16,559","15,852","15,852","30,949", , 
1990-10-17,"15,751","16,155","15,751","16,155","32,267", , 
1990-10-18,"16,357","16,458","16,155","16,256","34,584", , 
1990-10-19,"16,458","17,064","16,357","17,064","67,445", , 
1990-10-20,"17,468","17,771","17,367","17,468","57,710", , 
1990-10-22,"17,367","17,973","17,266","17,872","104,308", , 
1990-10-23,"18,175","18,679","18,175","18,679","53,045", , 
1990-10-24,"19,487","19,487","19,487","19,487","51,034", , 
1990-10-25,"18,881","18,881","18,679","18,679","37,209", , 
1990-10-26,"17,872","17,872","17,872","17,872","7,111", , 
1990-10-27,"17,064","17,670","17,064","17,367","48,558", , 
1990-10-29,"17,771","18,175","16,963","17,064","63,820", , 
1990-10-30,"16,963","17,872","16,761","17,165","40,180", , 
1990-10-31,"17,165","17,165","16,559","16,559","26,285", , 
1990-11-01,"16,559","17,367","16,559","17,367","30,444", , 
1990-11-02,"17,165","17,569","16,862","16,963","39,863", , 
1990-11-03,"16,963","17,367","16,761","16,761","12,231", , 
1990-11-05,"16,761","16,963","16,559","16,660","31,306", , 
1990-11-06,"16,660","16,862","16,660","16,761","23,214", , 
1990-11-07,"16,963","17,165","16,761","17,064","19,649", , 
1990-11-08,"17,064","17,064","16,660","16,660","15,162", , 
1990-11-09,"16,660","16,963","16,458","16,660","16,757", , 
1990-11-10,"16,559","16,660","16,559","16,559","14,241", , 
1990-11-12,"16,357","16,660","16,357","16,559","12,597", , 
1990-11-13,"16,660","16,963","16,660","16,761","18,668", , 
1990-11-14,"16,963","16,963","16,761","16,761","19,263", , 
1990-11-15,"16,559","16,862","16,559","16,761","13,479", , 
1990-11-16,"16,660","16,761","16,559","16,660","10,022", , 
1990-11-17,"16,660","16,660","16,559","16,559","6,160", , 
1990-11-19,"16,559","16,559","16,155","16,458","11,934", , 
1990-11-20,"16,155","16,357","16,054","16,155","14,588", , 
1990-11-21,"16,155","16,155","15,953","16,054","9,715", , 
1990-11-22,"15,953","16,660","15,953","16,256","7,784", , 
1990-11-23,"16,155","16,458","16,155","16,357","8,576", , 
1990-11-24,"16,357","16,357","16,155","16,357","7,031", , 
1990-11-26,"15,650","16,357","15,650","16,256","8,428", , 
1990-11-27,"16,256","16,660","16,155","16,458","14,241", , 
1990-11-28,"16,458","16,660","16,458","16,559","13,578", , 
1990-11-29,"16,660","16,660","16,357","16,357","23,511", , 
1990-11-30,"16,155","16,458","16,155","16,458","15,479", , 
1990-12-01,"16,660","17,064","16,660","16,761","14,004", , 
1990-12-03,"16,862","17,064","16,761","16,862","36,902", , 
1990-12-04,"16,862","16,963","16,559","16,559","17,827", , 
1990-12-05,"16,357","16,963","16,357","16,761","20,362", , 
1990-12-06,"16,761","16,963","16,761","16,761","32,306", , 
1990-12-07,"16,963","17,165","16,963","17,064","32,613", , 
1990-12-08,"17,165","17,266","17,064","17,064","18,510", , 
1990-12-10,"17,165","17,872","17,064","17,468","71,952", , 
1990-12-11,"17,468","17,670","17,165","17,165","41,190", , 
1990-12-12,"17,165","17,266","16,862","16,963","21,907", , 
1990-12-13,"16,761","16,963","16,660","16,761","20,897", , 
1990-12-14,"16,761","16,862","16,559","16,761","17,579", , 
1990-12-15,"16,660","16,660","16,559","16,660","6,576", , 
1990-12-17,"16,357","16,559","16,357","16,458","10,369", , 
1990-12-18,"16,458","16,559","16,357","16,559","16,321", , 
1990-12-19,"16,357","16,559","16,256","16,559","23,303", , 
1990-12-20,"16,357","16,559","16,357","16,559","20,728", , 
1990-12-21,"16,357","16,660","16,357","16,660","34,653", , 
1990-12-22,"16,761","16,963","16,660","16,660","32,791", , 
1990-12-24,"16,559","16,761","16,256","16,256","44,032", , 
1990-12-26,"16,256","16,458","16,155","16,357","46,736", , 
1991-01-03,"15,448","16,155","15,448","15,852","7,635", , 
1991-01-04,"15,852","16,256","15,751","16,256","13,934", , 
1991-01-05,"16,256","16,357","15,953","16,054","9,052", , 
1991-01-07,"15,852","15,852","15,448","15,549","14,608", , 
1991-01-08,"15,246","15,549","15,246","15,246","21,699", , 
1991-01-09,"15,146","15,650","15,146","15,448","14,033", , 
1991-01-10,"15,246","15,448","15,045","15,045","29,186", , 
1991-01-11,"14,843","15,045","14,742","15,045","21,451", , 
1991-01-12,"15,146","15,549","15,146","15,549","8,774", , 
1991-01-14,"15,448","15,549","15,045","15,549","12,171", , 
1991-01-15,"15,246","15,246","14,944","14,944","21,481", , 
1991-01-16,"14,641","15,146","14,641","14,843","13,201", , 
1991-01-17,"14,843","15,448","14,641","15,448","12,370", , 
1991-01-18,"16,256","16,256","15,448","16,155","40,843", , 
1991-01-19,"15,448","15,953","15,448","15,852","19,154", , 
1991-01-21,"15,448","15,448","15,146","15,246","30,910", , 
1991-01-22,"14,944","15,246","14,944","15,146","13,924", , 
1991-01-23,"15,045","15,347","14,944","15,146","19,193", , 
1991-01-24,"15,045","15,448","15,045","15,448","11,746", , 
1991-01-25,"15,246","15,650","15,246","15,246","23,095", , 
1991-01-26,"15,146","15,448","15,146","15,246","4,407", , 
1991-01-28,"15,146","15,347","15,045","15,146","10,478", , 
1991-01-29,"15,146","15,246","15,045","15,146","18,619", , 
1991-01-30,"15,045","15,246","15,045","15,146","10,052", , 
1991-01-31,"15,045","15,246","15,045","15,146","11,072", , 
1991-02-01,"15,146","15,246","15,146","15,146","8,675", , 
1991-02-02,"15,146","15,146","15,045","15,146","3,951", , 
1991-02-04,"15,146","15,146","15,045","15,146","8,566", , 
1991-02-05,"15,146","15,246","15,045","15,146","8,903", , 
1991-02-06,"15,146","15,347","15,146","15,146","9,913", , 
1991-02-07,"15,146","15,246","15,146","15,146","10,914", , 
1991-02-08,"15,146","15,146","14,944","15,146","15,816", , 
1991-02-09,"15,045","15,146","15,045","15,146","4,684", , 
1991-02-11,"15,045","15,146","14,944","14,944","12,053", , 
1991-02-12,"14,944","15,549","14,944","15,347","17,173", , 
1991-02-13,"15,347","15,448","15,146","15,246","6,784", , 
1991-02-18,"15,650","16,054","15,650","16,054","64,137", , 
1991-02-19,"16,054","16,054","15,751","15,852","29,691", , 
1991-02-20,"15,751","16,155","15,650","15,650","46,449", , 
1991-02-21,"15,650","15,751","15,448","15,549","17,777", , 
1991-02-22,"16,357","16,357","15,549","15,549","46,320", , 
1991-02-23,"15,549","15,751","15,549","15,751","30,682", , 
1991-02-25,"16,155","16,256","15,650","15,953","146,796", , 
1991-02-26,"16,155","16,155","15,751","15,751","46,053", , 
1991-02-27,"15,650","15,751","15,347","15,347","21,719", , 
1991-02-28,"15,347","15,549","15,347","15,448","58,433", , 
1991-03-02,"15,448","15,448","15,347","15,347","22,739", , 
1991-03-04,"15,448","15,448","15,146","15,246","40,041", , 
1991-03-05,"15,246","15,347","15,146","15,146","35,426", , 
